@RELATION 	Feature2

@ATTRIBUTE 	Text	string
@ATTRIBUTE 	Class 	{Positive, Negative, Neutral}

@DATA
"הרבה מאוד פעמים הטלפון נתקע מזל שהסוללה נשלפת כי רק ככה אפשר לחדש את העפולה",Negative
"אני לא מציע לכם ללכת על אפל הסוללה ניטענת מאוד לאטט וגם מיתבזבזת כמו מים",Negative
"חוץ מהדברים האלה המכשיר לא עולה על האייפון 4 ואם כבר מזכירים הכל אז למי שמתייחס לעניין הסוללה בכבדנות אז ה4s טיפה יותר בזבזני בחשמל וזה הגיוני לאור העובדה שיש בו שני מעבדים",Negative
"נטען המון זמן",Negative
"שאפל לא לומדים מהטעות שלהם והחליטו לא להגדיל את הסוללה",Negative
"בטריה שנגמרת מהר מאוד עיצוב משעמם תלות גדולה מידי באייטנוס",Negative
"1 בטריה שנגמרת מהר מאוד",Negative
"3 אי אפשר להוציא ולהחליף את הבטריה",Negative
"החיסרון היחיד והוא גדול מאוד זה הבטרייה",Negative
"בקשר לסוללה אי אפשר להוציא אותה מהמכשיר היא מחזיקה למשהו כמו 4 5 שעות של שימוש",Negative
"טלפון מעולה רק הבטריה עושה צרות אם בטריה חשובה לכם זה לא טלפון בשבילכם כדאי משהוא מ3500 מיאליארד שגם זה חלש זה לא תמיד נכון שכותבים לנו 3000 אולי זה פחות",Negative
"אין סוללה מתחלפת",Negative
"מבחינת סוללה גם בשימוש סביר תצטרכו להטעין אותו כל יום",Negative
"הסוללה חלשה מאוד",Negative
"סוללה חלשה מאוד",Negative
"סוללה חלשה למשתמש קליל זו לא תהייה בעיה",Negative
"הסוללה חלשה מאוד",Negative
"המעבר לחלק מהטפריטים איטי מאוד במיוחד השימושיים כמו חייגן ו sms הסוללה מתרוקנת מהר",Negative
"לדעתי פלאפון טוב למעט הסוללה החלשה",Negative
"הבטרייה מאוד חלשה במיוחד לאנשים שלא נותנים מנוחה למכשיר במשחקים בו ללא הפסקה",Negative
"5 סוללה יחסית חלשה זא בערך כול יומים מטעין אותו",Negative
"חיי הסוללה נגמרים יחסית מהר למכשירים בעלי אותם מפרט טכני",Negative
"אבל סוללה על הפנים",Negative
"סוללה חלשה מאוד",Negative
"הבטריה ממש לא משהו לא מחזיק יותר מיום יומיים ולכן לא נתתי 5",Negative
"סוללה גרועה",Negative
"החיסרון שמפריע לי באמת זה הסוללה",Negative
"גם הסוללה לא משהו מתרוקנת ציק צק",Negative
"חיי סוללה לא יציבים",Negative
"התאכזבתי מהמפות מהסוללה שעדיין חלשה ומהאייטנוס המסורבל",Negative
"זמן סוללה לא מספק",Negative
"שותה סוללה מצלמה 8 מגה פיקסל שהיום יש רק 12 ומעלה",Negative
"חוץ מחיי סוללה שמחזיקים עד 23 00 הכל טוב",Negative
"כל הזמן צריך מטען",Negative
"רק חבל שבטריה נגמרת מהר",Negative
"סוללה גרועה",Negative
"הסוללה בו לא משהו וגם ההורדות איטיות",Negative
"כמובן שישנם דברים שגם דיי מאכזבים לדוגמא הסוללה שלא מראה שיפור ועדיין נגמרת מהר הקטע שלהדליק את הוואי פיי לא קורה בשנייה כי צריך להיכנס להגדרות והלאה",Negative
"הסוללה נהרסת מתחיל להיתקע gps נהרס",Negative
"המסך ירוד מאוד סוללה גרועה מצלמה ממש גרועה יש במחיר מכשירים של חברות אחרות טובים בהרבה",Negative
"אבל עשיתי אבל יש רק ארבע כוכבים בגלל הסוללה שמספיקה רק לעשר שעות בערך וזה חיסרון די גדול",Negative
"סוללה חלשה מאוד",Negative
"אי אפשר להחליף בטריה",Negative
"הבעיה היחידה לדעתי היא שהכשיר מתחמם יותר מדי וגומר את הסוללה מהר בזמן שימוש ולו הקל ביותר כמו שמיעת מוזיקה",Negative
"המצלמה גרועה והסוללה חלשה",Negative
"איטי מעבר לכול דימיון סוללה חלשה במיוחד",Negative
"טלפון מצויין שידרוג של s3 הידוע והמוכר רק עם זיכרון גדול יותר gps עובד מהר מאוד הבעיה היחידה היא הסוללה שמתרוקנת בדומה ל s3 די מהר",Negative
"סוללה מחזיקה 3/4 1 יום תלוי בכמות השוטטות והמשחקים שלי לחקר יכולותיו מצריך זמן מסך מרובה",Neutral
"היא מתרוקנת בעיקר מהמסך כשמים בהירות גבוהה ורואים תמונה חדה אז היא היא מתרוקנת בקלות",Neutral
"סוללה סבירה לצרכים בינונים שלי",Neutral
"הסוללה סבירה יכולה להחזיק יום עבודה בשימוש מלא הוכלל שיחות הודעות גלישה משחקים צילום ושימוש קל בgps",Neutral
"הסוללה מחזיקה אצלי יומיים בשימוש סביר סמסים מצלמה שיחות וכו וקצת פחות מיום בשימוש מאסיבי יותר משחקים ווייז וכד",Neutral
"הסוללה מומוצעת 2800 mah",Neutral
"הסוללה הנשלפת",Neutral
"הבטריה בשימוש רגיל מחזיקה כ16 שעות בשימוש כבד 12",Neutral
"בטרייה חזקה מאוד אבל בגלל המסך הגדול אורך חיי הסוללה הוא אורך ממוצע אפשרות להרחבת זיכרון",Neutral
"הבטרייה שורדת יום ממוצע בחיי האדם",Neutral
"למכשיר סוללה בינונית שמחזיקה בערך 4 5 שעות במצב של חיסכון בסוללה",Neutral
"לגבי הסוללה לי לא משתמש סופר כבד היא מחזיקה מהבוקר עד שאני הולך לישון חייבים להטעין כל יום",Neutral
"הבטרייה מתבזבזת תלוי במה אתה משתמש וכמה לפי השימוש שלי וזה לא מעט הבטרייה מצליחה להחזיק מעמד ואף יותר",Neutral
"הסוללה מחזיקה יום בשימוש סביר",Neutral
"סוללה סבירה משימוש בסיסי יכולה לסחוב יום",Neutral
"סוללה בינונית שמספיקה ליום אפילו פחות תלוי במשתמש אני ממליץ לגמור את הסוללה להכניס לטעינה ועד שאין 100% סוללה לא לגעת במכשיר",Neutral
"סוללה בינונית",Neutral
"סוללה כמו כל הסמרטפונים סביר ולא יותר",Neutral
"בעיקר הסוללה",Neutral
"הסוללה שלו ממוצעת למדי",Neutral
"הסוללה מחזיקה אצלי יומיים בשימוש סביר סמסים מצלמה שיחות וכו וקצת פחות מיום בשימוש מאסיבי יותר משחקים ווייז וכד",Neutral
"ולהחליף סוללה",Neutral
"אפליקציות טובות מצלמה באיכות מעולה נטען בקצב סביר עוצמת וואליום גבוהה אז לי אין ממש טענות נגד האייפון הזה הכל סבבה עם זה",Neutral
"סוללה סבירה",Neutral
"הסוללה מחזיקה לי בשימוש סביר כשעה גלישה באינטרנט 3g דיבור כשעה אחרי 24 שעות הסוללה מעל 50%",Neutral
